Time_Step,FIRST_FIT,BEST_FIT,WORST_FIT,BUDDY,MIXED
8805,0.9109,0.9631,0.8141,0.7061,0.9052
8806,0.9107,0.9634,0.8140,0.7063,0.9050
8807,0.9103,0.9631,0.8137,0.7062,0.9047
8808,0.9105,0.9632,0.8138,0.7063,0.9048
8809,0.9107,0.9635,0.8141,0.7065,0.9051
8810,0.9105,0.9638,0.8139,0.7064,0.9049
8811,0.9104,0.9641,0.8138,0.7064,0.9047
8812,0.9106,0.9644,0.8141,0.7065,0.9050
8813,0.9104,0.9641,0.8138,0.7064,0.9047
8814,0.9104,0.9641,0.8139,0.7066,0.9048
8815,0.9104,0.9641,0.8140,0.7066,0.9047
8816,0.9104,0.9640,0.8140,0.7067,0.9047
8817,0.9103,0.9639,0.8139,0.7067,0.9046
8818,0.9099,0.9635,0.8136,0.7065,0.9042
8819,0.9100,0.9636,0.8137,0.7066,0.9043
8820,0.9100,0.9636,0.8137,0.7066,0.9044
8821,0.9096,0.9632,0.8134,0.7064,0.9040
8822,0.9098,0.9634,0.8135,0.7065,0.9042
8823,0.9098,0.9634,0.8135,0.7066,0.9042
8824,0.9102,0.9633,0.8135,0.7066,0.9046
8825,0.9106,0.9637,0.8138,0.7066,0.9044
8826,0.9107,0.9638,0.8140,0.7067,0.9046
8827,0.9104,0.9635,0.8137,0.7065,0.9043
8828,0.9106,0.9637,0.8139,0.7066,0.9045
8829,0.9105,0.9636,0.8137,0.7064,0.9043
8830,0.9103,0.9639,0.8137,0.7067,0.9042
8831,0.9101,0.9642,0.8135,0.7066,0.9045
8832,0.9100,0.9641,0.8135,0.7066,0.9044
8833,0.9095,0.9636,0.8130,0.7065,0.9039
8834,0.9095,0.9636,0.8130,0.7063,0.9039
8835,0.9097,0.9638,0.8132,0.7065,0.9041
8836,0.9102,0.9643,0.8133,0.7066,0.9046
8837,0.9103,0.9644,0.8134,0.7067,0.9047
8838,0.9102,0.9642,0.8132,0.7065,0.9045
8839,0.9096,0.9637,0.8127,0.7060,0.9040
8840,0.9100,0.9641,0.8131,0.7063,0.9044
8841,0.9102,0.9642,0.8132,0.7064,0.9045
8842,0.9097,0.9637,0.8128,0.7061,0.9040
8843,0.9101,0.9641,0.8131,0.7064,0.9044
8844,0.9101,0.9641,0.8131,0.7064,0.9044
8845,0.9099,0.9639,0.8130,0.7067,0.9042
8846,0.9097,0.9637,0.8129,0.7069,0.9041
8847,0.9098,0.9638,0.8130,0.7070,0.9042
8848,0.9100,0.9640,0.8132,0.7068,0.9044
8849,0.9099,0.9639,0.8131,0.7068,0.9043
8850,0.9099,0.9638,0.8131,0.7069,0.9043
8851,0.9097,0.9636,0.8129,0.7064,0.9041
8852,0.9098,0.9637,0.8130,0.7065,0.9041
8853,0.9095,0.9634,0.8128,0.7062,0.9039
8854,0.9098,0.9632,0.8130,0.7065,0.9042
8855,0.9100,0.9634,0.8132,0.7066,0.9043
8856,0.9102,0.9636,0.8134,0.7068,0.9045
8857,0.9100,0.9634,0.8132,0.7067,0.9044
8858,0.9101,0.9635,0.8133,0.7068,0.9045
8859,0.9102,0.9637,0.8134,0.7069,0.9046
8860,0.9102,0.9636,0.8134,0.7072,0.9046
8861,0.9098,0.9632,0.8131,0.7070,0.9042
8862,0.9103,0.9632,0.8131,0.7071,0.9042
8863,0.9102,0.9635,0.8134,0.7071,0.9045
8864,0.9100,0.9634,0.8134,0.7071,0.9044
8865,0.9100,0.9634,0.8133,0.7070,0.9044
8866,0.9099,0.9633,0.8133,0.7069,0.9043
8867,0.9101,0.9635,0.8135,0.7071,0.9045
8868,0.9101,0.9634,0.8134,0.7068,0.9045
8869,0.9102,0.9636,0.8136,0.7069,0.9046
8870,0.9097,0.9631,0.8131,0.7068,0.9041
8871,0.9098,0.9632,0.8132,0.7069,0.9042
8872,0.9099,0.9633,0.8133,0.7070,0.9043
8873,0.9095,0.9628,0.8129,0.7066,0.9038
8874,0.9092,0.9625,0.8127,0.7062,0.9036
8875,0.9095,0.9629,0.8129,0.7064,0.9039
8876,0.9096,0.9634,0.8130,0.7068,0.9044
8877,0.9096,0.9634,0.8131,0.7069,0.9044
8878,0.9100,0.9632,0.8134,0.7069,0.9043
8879,0.9100,0.9632,0.8134,0.7070,0.9044
8880,0.9097,0.9630,0.8132,0.7069,0.9041
8881,0.9097,0.9630,0.8133,0.7070,0.9041
8882,0.9095,0.9627,0.8131,0.7069,0.9039
8883,0.9091,0.9622,0.8128,0.7067,0.9035
8884,0.9095,0.9627,0.8132,0.7068,0.9039
8885,0.9095,0.9626,0.8132,0.7069,0.9039
8886,0.9095,0.9626,0.8133,0.7070,0.9039
8887,0.9097,0.9628,0.8134,0.7071,0.9041
8888,0.9096,0.9626,0.8133,0.7071,0.9040
8889,0.9098,0.9628,0.8135,0.7072,0.9042
8890,0.9094,0.9624,0.8132,0.7069,0.9038
8891,0.9098,0.9624,0.8132,0.7073,0.9042
8892,0.9095,0.9620,0.8129,0.7069,0.9039
8893,0.9089,0.9615,0.8124,0.7067,0.9034
8894,0.9092,0.9617,0.8126,0.7069,0.9036
8895,0.9095,0.9620,0.8129,0.7071,0.9039
8896,0.9092,0.9617,0.8127,0.7070,0.9036
8897,0.9096,0.9621,0.8130,0.7073,0.9040
8898,0.9095,0.9625,0.8130,0.7073,0.9039
8899,0.9091,0.9621,0.8126,0.7071,0.9035
8900,0.9096,0.9622,0.8127,0.7075,0.9036
8901,0.9095,0.9620,0.8126,0.7072,0.9035
8902,0.9094,0.9624,0.8129,0.7075,0.9038
8903,0.9094,0.9624,0.8130,0.7076,0.9038
8904,0.9096,0.9626,0.8131,0.7077,0.9040
8905,0.9093,0.9622,0.8128,0.7077,0.9037
8906,0.9094,0.9624,0.8130,0.7075,0.9038
8907,0.9093,0.9622,0.8128,0.7071,0.9037
8908,0.9096,0.9626,0.8131,0.7074,0.9040
8909,0.9096,0.9626,0.8132,0.7075,0.9040
8910,0.9098,0.9628,0.8134,0.7076,0.9042
8911,0.9094,0.9624,0.8130,0.7072,0.9038
8912,0.9091,0.9620,0.8127,0.7069,0.9035
8913,0.9090,0.9619,0.8126,0.7066,0.9034
8914,0.9085,0.9613,0.8122,0.7063,0.9029
8915,0.9086,0.9615,0.8123,0.7065,0.9030
8916,0.9090,0.9619,0.8127,0.7068,0.9034
8917,0.9095,0.9619,0.8131,0.7072,0.9039
8918,0.9097,0.9621,0.8133,0.7073,0.9041
8919,0.9095,0.9619,0.8131,0.7070,0.9039
8920,0.9095,0.9619,0.8131,0.7068,0.9039
8921,0.9097,0.9622,0.8133,0.7070,0.9042
8922,0.9099,0.9624,0.8135,0.7071,0.9043
8923,0.9101,0.9625,0.8136,0.7073,0.9045
8924,0.9099,0.9624,0.8135,0.7071,0.9043
8925,0.9096,0.9620,0.8132,0.7070,0.9040
8926,0.9093,0.9617,0.8129,0.7069,0.9037
8927,0.9090,0.9614,0.8126,0.7067,0.9034
8928,0.9090,0.9614,0.8126,0.7064,0.9034
8929,0.9091,0.9616,0.8128,0.7065,0.9036
8930,0.9088,0.9612,0.8125,0.7063,0.9032
8931,0.9088,0.9612,0.8125,0.7063,0.9032
8932,0.9092,0.9617,0.8129,0.7066,0.9032
8933,0.9096,0.9620,0.8132,0.7069,0.9036
8934,0.9091,0.9615,0.8127,0.7068,0.9031
8935,0.9091,0.9615,0.8128,0.7068,0.9031
8936,0.9092,0.9616,0.8128,0.7068,0.9031
8937,0.9095,0.9619,0.8131,0.7071,0.9035
8938,0.9096,0.9620,0.8132,0.7071,0.9035
8939,0.9098,0.9622,0.8133,0.7073,0.9037
8940,0.9092,0.9617,0.8129,0.7069,0.9032
8941,0.9094,0.9618,0.8130,0.7071,0.9034
8942,0.9092,0.9616,0.8128,0.7070,0.9032
8943,0.9095,0.9620,0.8131,0.7072,0.9035
8944,0.9096,0.9620,0.8132,0.7073,0.9035
8945,0.9095,0.9624,0.8131,0.7076,0.9039
8946,0.9093,0.9628,0.8134,0.7075,0.9042
8947,0.9093,0.9627,0.8134,0.7076,0.9042
8948,0.9092,0.9626,0.8134,0.7076,0.9041
8949,0.9091,0.9624,0.8133,0.7076,0.9040
8950,0.9091,0.9624,0.8133,0.7076,0.9040
8951,0.9090,0.9622,0.8133,0.7076,0.9043
8952,0.9091,0.9623,0.8133,0.7076,0.9044
8953,0.9090,0.9623,0.8133,0.7076,0.9044
8954,0.9091,0.9623,0.8133,0.7074,0.9044
8955,0.9088,0.9620,0.8131,0.7070,0.9041
8956,0.9087,0.9619,0.8130,0.7068,0.9040
8957,0.9088,0.9621,0.8131,0.7069,0.9042
8958,0.9088,0.9620,0.8131,0.7066,0.9041
8959,0.9092,0.9620,0.8131,0.7069,0.9041
8960,0.9092,0.9619,0.8131,0.7073,0.9041
8961,0.9089,0.9616,0.8128,0.7072,0.9038
8962,0.9091,0.9618,0.8130,0.7074,0.9040
8963,0.9091,0.9618,0.8130,0.7072,0.9040
8964,0.9093,0.9620,0.8132,0.7074,0.9042
8965,0.9089,0.9616,0.8129,0.7070,0.9038
8966,0.9085,0.9612,0.8125,0.7066,0.9034
8967,0.9088,0.9615,0.8128,0.7069,0.9037
8968,0.9091,0.9618,0.8130,0.7071,0.9040
8969,0.9086,0.9613,0.8126,0.7069,0.9035
8970,0.9086,0.9614,0.8126,0.7069,0.9036
8971,0.9084,0.9610,0.8124,0.7065,0.9033
8972,0.9088,0.9615,0.8128,0.7068,0.9037
8973,0.9083,0.9610,0.8124,0.7068,0.9033
8974,0.9082,0.9609,0.8123,0.7066,0.9031
8975,0.9078,0.9605,0.8119,0.7063,0.9027
8976,0.9082,0.9608,0.8122,0.7066,0.9031
8977,0.9084,0.9611,0.8124,0.7067,0.9033
8978,0.9089,0.9616,0.8121,0.7066,0.9029
8979,0.9085,0.9612,0.8118,0.7062,0.9025
8980,0.9089,0.9617,0.8122,0.7065,0.9029
8981,0.9089,0.9621,0.8125,0.7069,0.9033
8982,0.9089,0.9621,0.8125,0.7067,0.9033
8983,0.9091,0.9624,0.8127,0.7066,0.9036
8984,0.9087,0.9619,0.8124,0.7065,0.9031
8985,0.9090,0.9622,0.8126,0.7064,0.9034
8986,0.9092,0.9625,0.8128,0.7066,0.9037
8987,0.9088,0.9620,0.8125,0.7064,0.9033
8988,0.9088,0.9625,0.8129,0.7067,0.9037
8989,0.9087,0.9624,0.8128,0.7066,0.9036
8990,0.9087,0.9624,0.8128,0.7066,0.9036
8991,0.9088,0.9624,0.8129,0.7067,0.9037
8992,0.9087,0.9624,0.8129,0.7068,0.9036
8993,0.9083,0.9619,0.8125,0.7066,0.9032
8994,0.9086,0.9623,0.8128,0.7068,0.9036
8995,0.9082,0.9619,0.8125,0.7067,0.9032
8996,0.9087,0.9624,0.8129,0.7068,0.9036
8997,0.9084,0.9621,0.8126,0.7068,0.9034
8998,0.9086,0.9622,0.8128,0.7069,0.9035
8999,0.9084,0.9620,0.8126,0.7065,0.9033
9000,0.9086,0.9622,0.8128,0.7067,0.9035
9001,0.9087,0.9623,0.8128,0.7068,0.9036
9002,0.9088,0.9624,0.8129,0.7069,0.9037
9003,0.9089,0.9625,0.8130,0.7069,0.9038
9004,0.9093,0.9629,0.8130,0.7072,0.9042
9005,0.9093,0.9630,0.8130,0.7073,0.9042
9006,0.9090,0.9627,0.8128,0.7070,0.9040
9007,0.9090,0.9626,0.8127,0.7067,0.9039
9008,0.9086,0.9622,0.8124,0.7064,0.9035
9009,0.9084,0.9620,0.8122,0.7062,0.9033
9010,0.9081,0.9617,0.8119,0.7061,0.9030
9011,0.9084,0.9620,0.8122,0.7063,0.9033
9012,0.9086,0.9622,0.8124,0.7065,0.9035
9013,0.9088,0.9625,0.8126,0.7066,0.9037
9014,0.9090,0.9626,0.8127,0.7068,0.9039
9015,0.9092,0.9628,0.8129,0.7069,0.9041
9016,0.9092,0.9629,0.8130,0.7070,0.9042
9017,0.9095,0.9632,0.8129,0.7072,0.9045
9018,0.9097,0.9634,0.8130,0.7071,0.9046
9019,0.9100,0.9637,0.8132,0.7072,0.9049
9020,0.9103,0.9635,0.8132,0.7070,0.9052
9021,0.9103,0.9635,0.8132,0.7071,0.9052
9022,0.9101,0.9632,0.8130,0.7069,0.9050
9023,0.9100,0.9631,0.8130,0.7069,0.9049
9024,0.9098,0.9629,0.8129,0.7069,0.9047
9025,0.9098,0.9628,0.8129,0.7069,0.9047
9026,0.9096,0.9627,0.8127,0.7068,0.9045
9027,0.9096,0.9627,0.8128,0.7069,0.9046
9028,0.9096,0.9626,0.8127,0.7066,0.9045
9029,0.9095,0.9625,0.8126,0.7069,0.9044
9030,0.9095,0.9625,0.8127,0.7070,0.9044
9031,0.9093,0.9623,0.8126,0.7069,0.9043
9032,0.9091,0.9621,0.8124,0.7068,0.9040
9033,0.9093,0.9623,0.8126,0.7070,0.9042
9034,0.9092,0.9622,0.8125,0.7071,0.9046
9035,0.9093,0.9623,0.8126,0.7071,0.9047
9036,0.9095,0.9624,0.8127,0.7072,0.9049
9037,0.9092,0.9622,0.8125,0.7069,0.9046
9038,0.9095,0.9624,0.8128,0.7071,0.9049
9039,0.9097,0.9627,0.8130,0.7073,0.9051
9040,0.9093,0.9623,0.8126,0.7072,0.9047
9041,0.9089,0.9618,0.8131,0.7070,0.9043
9042,0.9092,0.9621,0.8130,0.7070,0.9046
9043,0.9089,0.9618,0.8127,0.7067,0.9043
9044,0.9092,0.9620,0.8129,0.7069,0.9046
9045,0.9090,0.9619,0.8128,0.7068,0.9044
9046,0.9093,0.9622,0.8131,0.7067,0.9047
9047,0.9092,0.9621,0.8130,0.7065,0.9046
9048,0.9093,0.9622,0.8131,0.7066,0.9047
9049,0.9094,0.9623,0.8132,0.7067,0.9048
9050,0.9094,0.9623,0.8132,0.7067,0.9052
9051,0.9096,0.9625,0.8133,0.7069,0.9054
9052,0.9098,0.9626,0.8135,0.7070,0.9056
9053,0.9095,0.9624,0.8133,0.7066,0.9054
9054,0.9092,0.9621,0.8130,0.7062,0.9051
9055,0.9097,0.9621,0.8135,0.7066,0.9051
9056,0.9094,0.9618,0.8132,0.7064,0.9048
9057,0.9092,0.9615,0.8130,0.7063,0.9045
9058,0.9087,0.9610,0.8126,0.7060,0.9041
9059,0.9086,0.9609,0.8125,0.7059,0.9040
9060,0.9091,0.9609,0.8129,0.7063,0.9045
9061,0.9091,0.9609,0.8130,0.7067,0.9045
9062,0.9092,0.9609,0.8130,0.7067,0.9045
9063,0.9095,0.9613,0.8133,0.7067,0.9049
9064,0.9097,0.9615,0.8135,0.7068,0.9051
9065,0.9099,0.9617,0.8136,0.7070,0.9052
9066,0.9095,0.9613,0.8134,0.7068,0.9049
9067,0.9098,0.9616,0.8136,0.7070,0.9052
9068,0.9097,0.9615,0.8134,0.7066,0.9050
9069,0.9097,0.9615,0.8135,0.7066,0.9051
9070,0.9096,0.9614,0.8134,0.7066,0.9050
9071,0.9095,0.9613,0.8133,0.7063,0.9049
9072,0.9094,0.9612,0.8132,0.7063,0.9048
9073,0.9095,0.9613,0.8133,0.7064,0.9049
9074,0.9095,0.9613,0.8134,0.7068,0.9049
9075,0.9097,0.9615,0.8135,0.7069,0.9051
9076,0.9098,0.9616,0.8137,0.7067,0.9052
9077,0.9097,0.9615,0.8135,0.7065,0.9051
9078,0.9096,0.9613,0.8135,0.7068,0.9050
9079,0.9095,0.9612,0.8134,0.7068,0.9049
9080,0.9098,0.9615,0.8133,0.7067,0.9052
9081,0.9100,0.9618,0.8132,0.7069,0.9054
9082,0.9099,0.9616,0.8131,0.7069,0.9053
9083,0.9095,0.9612,0.8127,0.7067,0.9049
9084,0.9096,0.9613,0.8129,0.7068,0.9050
9085,0.9093,0.9609,0.8125,0.7066,0.9047
9086,0.9088,0.9605,0.8122,0.7063,0.9042
9087,0.9089,0.9606,0.8122,0.7063,0.9043
9088,0.9092,0.9609,0.8125,0.7066,0.9046
9089,0.9095,0.9612,0.8128,0.7068,0.9049
9090,0.9091,0.9607,0.8124,0.7067,0.9045
9091,0.9092,0.9609,0.8125,0.7065,0.9046
9092,0.9093,0.9609,0.8125,0.7066,0.9047
9093,0.9096,0.9613,0.8128,0.7065,0.9050
9094,0.9092,0.9609,0.8125,0.7065,0.9046
9095,0.9091,0.9607,0.8123,0.7062,0.9045
9096,0.9089,0.9605,0.8122,0.7062,0.9043
9097,0.9091,0.9608,0.8124,0.7064,0.9045
9098,0.9091,0.9608,0.8124,0.7060,0.9045
9099,0.9089,0.9605,0.8122,0.7057,0.9043
9100,0.9090,0.9607,0.8123,0.7058,0.9044
9101,0.9093,0.9610,0.8126,0.7060,0.9047
9102,0.9096,0.9613,0.8125,0.7063,0.9046
9103,0.9097,0.9614,0.8125,0.7063,0.9046
9104,0.9097,0.9614,0.8126,0.7063,0.9046
9105,0.9097,0.9613,0.8126,0.7064,0.9046
9106,0.9094,0.9611,0.8123,0.7061,0.9043
9107,0.9094,0.9611,0.8124,0.7061,0.9044
9108,0.9093,0.9614,0.8126,0.7064,0.9042
9109,0.9090,0.9611,0.8123,0.7063,0.9039
9110,0.9094,0.9611,0.8128,0.7064,0.9039
9111,0.9094,0.9611,0.8128,0.7065,0.9039
9112,0.9093,0.9609,0.8128,0.7065,0.9043
9113,0.9094,0.9609,0.8128,0.7065,0.9043
9114,0.9093,0.9609,0.8128,0.7066,0.9043
9115,0.9092,0.9612,0.8127,0.7065,0.9041
9116,0.9091,0.9611,0.8127,0.7065,0.9040
9117,0.9093,0.9613,0.8125,0.7064,0.9043
9118,0.9092,0.9612,0.8125,0.7064,0.9042
9119,0.9091,0.9610,0.8123,0.7061,0.9040
9120,0.9092,0.9611,0.8124,0.7061,0.9041
9121,0.9090,0.9610,0.8124,0.7064,0.9040
9122,0.9089,0.9609,0.8123,0.7063,0.9039
9123,0.9092,0.9611,0.8125,0.7064,0.9041
9124,0.9093,0.9613,0.8126,0.7066,0.9043
9125,0.9095,0.9615,0.8127,0.7064,0.9044
9126,0.9091,0.9610,0.8124,0.7061,0.9041
9127,0.9093,0.9613,0.8126,0.7062,0.9043
9128,0.9091,0.9610,0.8124,0.7061,0.9040
9129,0.9090,0.9614,0.8124,0.7064,0.9044
9130,0.9089,0.9613,0.8123,0.7063,0.9043
9131,0.9092,0.9612,0.8126,0.7063,0.9042
9132,0.9095,0.9615,0.8125,0.7062,0.9040
9133,0.9095,0.9614,0.8125,0.7063,0.9040
9134,0.9090,0.9609,0.8120,0.7061,0.9035
9135,0.9095,0.9614,0.8125,0.7059,0.9040
9136,0.9093,0.9611,0.8123,0.7057,0.9038
9137,0.9089,0.9608,0.8120,0.7057,0.9035
9138,0.9091,0.9610,0.8121,0.7059,0.9036
9139,0.9092,0.9610,0.8122,0.7063,0.9037
9140,0.9091,0.9609,0.8122,0.7063,0.9036
9141,0.9091,0.9609,0.8123,0.7064,0.9036
9142,0.9094,0.9612,0.8125,0.7066,0.9039
9143,0.9093,0.9611,0.8125,0.7066,0.9038
9144,0.9090,0.9608,0.8122,0.7065,0.9036
9145,0.9088,0.9605,0.8120,0.7064,0.9033
9146,0.9088,0.9605,0.8121,0.7062,0.9033
9147,0.9087,0.9604,0.8120,0.7060,0.9032
9148,0.9086,0.9603,0.8119,0.7059,0.9031
9149,0.9081,0.9598,0.8115,0.7057,0.9026
9150,0.9082,0.9599,0.8115,0.7057,0.9027
9151,0.9080,0.9596,0.8113,0.7057,0.9025
9152,0.9078,0.9595,0.8112,0.7056,0.9024
9153,0.9076,0.9592,0.8110,0.7054,0.9021
9154,0.9077,0.9593,0.8111,0.7054,0.9022
9155,0.9079,0.9596,0.8113,0.7056,0.9024
9156,0.9080,0.9597,0.8113,0.7057,0.9025
9157,0.9076,0.9592,0.8110,0.7054,0.9021
9158,0.9072,0.9589,0.8107,0.7052,0.9018
9159,0.9076,0.9592,0.8110,0.7055,0.9021
9160,0.9077,0.9593,0.8111,0.7056,0.9022
9161,0.9076,0.9598,0.8114,0.7059,0.9026
9162,0.9079,0.9600,0.8117,0.7061,0.9029
9163,0.9082,0.9604,0.8120,0.7064,0.9032
9164,0.9083,0.9605,0.8121,0.7064,0.9033
9165,0.9086,0.9608,0.8123,0.7067,0.9036
9166,0.9083,0.9605,0.8120,0.7064,0.9033
9167,0.9085,0.9607,0.8123,0.7066,0.9035
9168,0.9087,0.9609,0.8124,0.7068,0.9037
9169,0.9086,0.9608,0.8123,0.7067,0.9036
9170,0.9087,0.9610,0.8124,0.7067,0.9037
9171,0.9090,0.9612,0.8127,0.7067,0.9040
9172,0.9087,0.9609,0.8124,0.7067,0.9036
9173,0.9082,0.9604,0.8120,0.7066,0.9032
9174,0.9080,0.9601,0.8117,0.7064,0.9030
9175,0.9082,0.9604,0.8119,0.7066,0.9032
9176,0.9082,0.9604,0.8120,0.7067,0.9032
9177,0.9084,0.9605,0.8121,0.7068,0.9034
9178,0.9082,0.9603,0.8120,0.7067,0.9032
9179,0.9082,0.9604,0.8120,0.7068,0.9032
9180,0.9085,0.9607,0.8122,0.7070,0.9035
9181,0.9087,0.9609,0.8124,0.7069,0.9037
9182,0.9087,0.9608,0.8124,0.7069,0.9036
9183,0.9089,0.9610,0.8126,0.7071,0.9039
9184,0.9088,0.9609,0.8126,0.7070,0.9038
9185,0.9087,0.9613,0.8125,0.7070,0.9037
9186,0.9086,0.9617,0.8125,0.7071,0.9036
9187,0.9085,0.9616,0.8124,0.7068,0.9035
9188,0.9084,0.9615,0.8123,0.7071,0.9038
9189,0.9080,0.9610,0.8120,0.7068,0.9034
9190,0.9077,0.9608,0.8117,0.7067,0.9032
9191,0.9082,0.9607,0.8121,0.7071,0.9036
9192,0.9081,0.9611,0.8125,0.7071,0.9035
9193,0.9077,0.9607,0.8121,0.7068,0.9031
9194,0.9078,0.9608,0.8122,0.7068,0.9032
9195,0.9074,0.9604,0.8119,0.7067,0.9029
9196,0.9077,0.9607,0.8121,0.7069,0.9031
9197,0.9079,0.9609,0.8123,0.7070,0.9034
9198,0.9079,0.9609,0.8123,0.7071,0.9034
9199,0.9076,0.9606,0.8121,0.7067,0.9031
9200,0.9080,0.9610,0.8124,0.7070,0.9030
9201,0.9079,0.9609,0.8124,0.7070,0.9029
9202,0.9077,0.9607,0.8122,0.7067,0.9027
9203,0.9080,0.9610,0.8120,0.7069,0.9030
9204,0.9077,0.9606,0.8118,0.7068,0.9027
9205,0.9076,0.9605,0.8121,0.7068,0.9026
9206,0.9073,0.9602,0.8119,0.7066,0.9023
9207,0.9073,0.9602,0.8118,0.7064,0.9023
9208,0.9068,0.9597,0.8114,0.7062,0.9018
9209,0.9070,0.9599,0.8116,0.7063,0.9020
9210,0.9067,0.9595,0.8113,0.7063,0.9017
9211,0.9062,0.9591,0.8109,0.7059,0.9012
9212,0.9064,0.9593,0.8110,0.7060,0.9014
9213,0.9066,0.9595,0.8112,0.7062,0.9016
9214,0.9071,0.9595,0.8113,0.7066,0.9016
9215,0.9071,0.9595,0.8113,0.7065,0.9016
9216,0.9070,0.9594,0.8112,0.7063,0.9015
9217,0.9071,0.9595,0.8113,0.7063,0.9016
9218,0.9075,0.9594,0.8113,0.7067,0.9016
9219,0.9078,0.9598,0.8116,0.7070,0.9019
9220,0.9080,0.9600,0.8118,0.7071,0.9021
9221,0.9080,0.9600,0.8118,0.7072,0.9021
9222,0.9081,0.9600,0.8118,0.7072,0.9022
9223,0.9077,0.9595,0.8115,0.7070,0.9018
9224,0.9080,0.9600,0.8118,0.7071,0.9021
9225,0.9080,0.9604,0.8119,0.7071,0.9021
9226,0.9077,0.9600,0.8115,0.7068,0.9018
9227,0.9074,0.9597,0.8113,0.7065,0.9015
9228,0.9077,0.9601,0.8116,0.7068,0.9018
9229,0.9074,0.9598,0.8113,0.7068,0.9015
9230,0.9078,0.9602,0.8117,0.7071,0.9015
9231,0.9080,0.9604,0.8118,0.7073,0.9016
9232,0.9081,0.9605,0.8119,0.7071,0.9018
9233,0.9084,0.9608,0.8122,0.7073,0.9020
9234,0.9085,0.9609,0.8123,0.7074,0.9021
9235,0.9084,0.9608,0.8122,0.7070,0.9021
9236,0.9087,0.9611,0.8124,0.7072,0.9023
9237,0.9084,0.9608,0.8122,0.7070,0.9021
9238,0.9083,0.9607,0.8121,0.7068,0.9019
9239,0.9085,0.9609,0.8122,0.7070,0.9021
9240,0.9084,0.9612,0.8122,0.7073,0.9020
9241,0.9086,0.9615,0.8124,0.7072,0.9023
9242,0.9084,0.9613,0.8122,0.7069,0.9021
9243,0.9086,0.9615,0.8124,0.7071,0.9023
9244,0.9086,0.9615,0.8125,0.7075,0.9023
9245,0.9087,0.9616,0.8126,0.7073,0.9024
9246,0.9086,0.9620,0.8125,0.7072,0.9027
9247,0.9085,0.9618,0.8124,0.7072,0.9026
9248,0.9082,0.9615,0.8122,0.7071,0.9023
9249,0.9082,0.9615,0.8122,0.7070,0.9023
9250,0.9082,0.9615,0.8121,0.7069,0.9023
9251,0.9081,0.9614,0.8125,0.7069,0.9022
9252,0.9081,0.9613,0.8125,0.7070,0.9022
9253,0.9082,0.9615,0.8127,0.7071,0.9024
9254,0.9082,0.9614,0.8127,0.7071,0.9023
9255,0.9080,0.9612,0.8125,0.7070,0.9021
9256,0.9080,0.9612,0.8126,0.7071,0.9022
9257,0.9076,0.9608,0.8122,0.7067,0.9017
9258,0.9080,0.9612,0.8125,0.7070,0.9021
9259,0.9082,0.9614,0.8127,0.7072,0.9023
9260,0.9078,0.9610,0.8124,0.7069,0.9019
9261,0.9080,0.9612,0.8125,0.7070,0.9021
9262,0.9080,0.9612,0.8126,0.7070,0.9022
9263,0.9083,0.9615,0.8128,0.7073,0.9025
9264,0.9078,0.9610,0.8124,0.7071,0.9020
9265,0.9076,0.9608,0.8122,0.7067,0.9018
9266,0.9077,0.9609,0.8123,0.7068,0.9018
9267,0.9077,0.9609,0.8123,0.7064,0.9018
9268,0.9076,0.9607,0.8121,0.7063,0.9017
9269,0.9077,0.9608,0.8122,0.7063,0.9018
9270,0.9072,0.9604,0.8119,0.7060,0.9014
9271,0.9073,0.9604,0.8119,0.7060,0.9014
9272,0.9070,0.9602,0.8117,0.7057,0.9012
9273,0.9071,0.9602,0.8117,0.7058,0.9012
9274,0.9072,0.9604,0.8119,0.7059,0.9014
9275,0.9071,0.9602,0.8117,0.7057,0.9012
9276,0.9071,0.9602,0.8117,0.7057,0.9012
9277,0.9076,0.9607,0.8118,0.7061,0.9017
9278,0.9076,0.9608,0.8118,0.7061,0.9018
9279,0.9077,0.9608,0.8119,0.7062,0.9018
9280,0.9073,0.9604,0.8115,0.7059,0.9014
9281,0.9077,0.9608,0.8119,0.7063,0.9018
9282,0.9079,0.9611,0.8121,0.7064,0.9020
9283,0.9081,0.9613,0.8123,0.7066,0.9022
9284,0.9080,0.9612,0.8122,0.7064,0.9021
9285,0.9079,0.9616,0.8122,0.7067,0.9025
9286,0.9075,0.9611,0.8118,0.7064,0.9021
9287,0.9077,0.9613,0.8119,0.7065,0.9023
9288,0.9081,0.9618,0.8119,0.7069,0.9027
9289,0.9083,0.9619,0.8121,0.7070,0.9028
9290,0.9083,0.9619,0.8121,0.7070,0.9029
9291,0.9085,0.9617,0.8123,0.7072,0.9031
9292,0.9085,0.9616,0.8123,0.7071,0.9030
9293,0.9083,0.9615,0.8121,0.7069,0.9029
9294,0.9083,0.9614,0.8122,0.7073,0.9029
9295,0.9081,0.9612,0.8119,0.7071,0.9027
9296,0.9080,0.9610,0.8122,0.7074,0.9030
9297,0.9082,0.9613,0.8125,0.7073,0.9033
9298,0.9083,0.9615,0.8126,0.7074,0.9034
9299,0.9085,0.9616,0.8128,0.7075,0.9036
9300,0.9082,0.9613,0.8125,0.7073,0.9033
9301,0.9083,0.9613,0.8126,0.7077,0.9033
9302,0.9083,0.9614,0.8126,0.7077,0.9033
