Time_Step,FIRST_FIT,BEST_FIT,WORST_FIT,BUDDY,MIXED
2485,0.9059,0.9509,0.8109,0.7026,0.8874
2486,0.9061,0.9511,0.8110,0.7028,0.8876
2487,0.9070,0.9520,0.8118,0.7034,0.8884
2488,0.9077,0.9527,0.8124,0.7030,0.8891
2489,0.9082,0.9532,0.8129,0.7034,0.8896
2490,0.9090,0.9541,0.8123,0.7030,0.8904
2491,0.9085,0.9552,0.8120,0.7029,0.8899
2492,0.9090,0.9558,0.8124,0.7023,0.8904
2493,0.9089,0.9556,0.8123,0.7022,0.8903
2494,0.9093,0.9561,0.8127,0.7025,0.8907
2495,0.9096,0.9564,0.8130,0.7027,0.8910
2496,0.9096,0.9563,0.8131,0.7030,0.8910
2497,0.9084,0.9550,0.8120,0.7018,0.8898
2498,0.9085,0.9552,0.8122,0.7019,0.8900
2499,0.9093,0.9560,0.8129,0.7025,0.8908
2500,0.9093,0.9577,0.8130,0.7037,0.8908
2501,0.9101,0.9585,0.8138,0.7034,0.8900
2502,0.9094,0.9578,0.8131,0.7026,0.8894
2503,0.9094,0.9578,0.8131,0.7016,0.8893
2504,0.9088,0.9572,0.8126,0.7009,0.8888
2505,0.9090,0.9574,0.8128,0.7010,0.8890
2506,0.9097,0.9581,0.8134,0.7015,0.8896
2507,0.9102,0.9586,0.8138,0.7019,0.8901
2508,0.9099,0.9582,0.8137,0.7029,0.8898
2509,0.9090,0.9573,0.8129,0.7025,0.8890
2510,0.9092,0.9576,0.8131,0.7027,0.8892
2511,0.9097,0.9580,0.8135,0.7030,0.8897
2512,0.9101,0.9585,0.8139,0.7033,0.8901
2513,0.9086,0.9569,0.8126,0.7032,0.8886
2514,0.9092,0.9576,0.8131,0.7036,0.8892
2515,0.9081,0.9563,0.8121,0.7036,0.8881
2516,0.9090,0.9573,0.8129,0.7033,0.8890
2517,0.9086,0.9569,0.8125,0.7027,0.8886
2518,0.9086,0.9569,0.8126,0.7027,0.8886
2519,0.9080,0.9563,0.8120,0.7027,0.8880
2520,0.9077,0.9576,0.8119,0.7027,0.8892
2521,0.9076,0.9576,0.8118,0.7017,0.8892
2522,0.9087,0.9587,0.8128,0.7025,0.8902
2523,0.9078,0.9578,0.8120,0.7017,0.8894
2524,0.9074,0.9590,0.8131,0.7026,0.8906
2525,0.9079,0.9596,0.8135,0.7030,0.8911
2526,0.9064,0.9579,0.8122,0.7028,0.8896
2527,0.9079,0.9595,0.8135,0.7030,0.8910
2528,0.9067,0.9583,0.8125,0.7024,0.8899
2529,0.9057,0.9572,0.8115,0.7011,0.8889
2530,0.9047,0.9561,0.8106,0.6999,0.8879
2531,0.9036,0.9549,0.8096,0.6987,0.8868
2532,0.9048,0.9563,0.8107,0.6997,0.8880
2533,0.9040,0.9553,0.8100,0.6995,0.8872
2534,0.9056,0.9571,0.8115,0.7008,0.8873
2535,0.9061,0.9576,0.8119,0.7011,0.8877
2536,0.9050,0.9564,0.8109,0.7010,0.8867
2537,0.9063,0.9561,0.8121,0.7020,0.8880
2538,0.9058,0.9555,0.8116,0.7020,0.8874
2539,0.9059,0.9556,0.8119,0.7024,0.8876
2540,0.9056,0.9552,0.8116,0.7019,0.8872
2541,0.9055,0.9550,0.8117,0.7022,0.8872
2542,0.9053,0.9547,0.8129,0.7023,0.8886
2543,0.9055,0.9550,0.8131,0.7025,0.8888
2544,0.9043,0.9537,0.8120,0.7022,0.8876
2545,0.9043,0.9536,0.8134,0.7024,0.8876
2546,0.9042,0.9535,0.8133,0.7020,0.8875
2547,0.9039,0.9531,0.8132,0.7020,0.8873
2548,0.9041,0.9531,0.8135,0.7024,0.8874
2549,0.9043,0.9534,0.8137,0.7026,0.8877
2550,0.9048,0.9539,0.8141,0.7030,0.8882
2551,0.9059,0.9550,0.8138,0.7028,0.8892
2552,0.9060,0.9552,0.8139,0.7029,0.8893
2553,0.9061,0.9552,0.8142,0.7033,0.8895
2554,0.9052,0.9542,0.8133,0.7028,0.8885
2555,0.9060,0.9551,0.8141,0.7025,0.8894
2556,0.9064,0.9555,0.8144,0.7027,0.8897
2557,0.9070,0.9562,0.8150,0.7033,0.8904
2558,0.9072,0.9564,0.8152,0.7034,0.8905
2559,0.9074,0.9566,0.8153,0.7035,0.8907
2560,0.9084,0.9577,0.8150,0.7034,0.8902
2561,0.9082,0.9573,0.8149,0.7034,0.8900
2562,0.9065,0.9556,0.8134,0.7032,0.8884
2563,0.9077,0.9568,0.8145,0.7031,0.8896
2564,0.9072,0.9579,0.8142,0.7030,0.8891
2565,0.9069,0.9593,0.8141,0.7030,0.8888
2566,0.9066,0.9589,0.8138,0.7027,0.8885
2567,0.9069,0.9593,0.8141,0.7030,0.8888
2568,0.9066,0.9588,0.8139,0.7030,0.8885
2569,0.9062,0.9584,0.8138,0.7030,0.8882
2570,0.9055,0.9576,0.8131,0.7029,0.8875
2571,0.9063,0.9584,0.8126,0.7035,0.8883
2572,0.9058,0.9578,0.8122,0.7034,0.8878
2573,0.9062,0.9582,0.8126,0.7028,0.8882
2574,0.9068,0.9589,0.8132,0.7032,0.8888
2575,0.9059,0.9580,0.8124,0.7023,0.8880
2576,0.9065,0.9586,0.8129,0.7028,0.8885
2577,0.9069,0.9590,0.8132,0.7031,0.8889
2578,0.9076,0.9597,0.8138,0.7035,0.8896
2579,0.9077,0.9597,0.8141,0.7039,0.8897
2580,0.9073,0.9593,0.8139,0.7039,0.8894
2581,0.9072,0.9591,0.8140,0.7041,0.8893
2582,0.9073,0.9592,0.8141,0.7042,0.8894
2583,0.9070,0.9588,0.8138,0.7039,0.8891
2584,0.9053,0.9570,0.8122,0.7039,0.8875
2585,0.9058,0.9576,0.8127,0.7033,0.8880
2586,0.9060,0.9578,0.8129,0.7035,0.8881
2587,0.9070,0.9589,0.8138,0.7033,0.8891
2588,0.9065,0.9582,0.8135,0.7032,0.8902
2589,0.9072,0.9589,0.8140,0.7037,0.8908
2590,0.9075,0.9592,0.8143,0.7030,0.8911
2591,0.9075,0.9591,0.8145,0.7033,0.8911
2592,0.9081,0.9598,0.8150,0.7037,0.8917
2593,0.9070,0.9586,0.8140,0.7027,0.8906
2594,0.9069,0.9586,0.8140,0.7020,0.8906
2595,0.9081,0.9598,0.8151,0.7029,0.8918
2596,0.9088,0.9606,0.8157,0.7034,0.8924
2597,0.9083,0.9616,0.8153,0.7033,0.8919
2598,0.9077,0.9609,0.8150,0.7031,0.8914
2599,0.9070,0.9601,0.8143,0.7020,0.8907
2600,0.9053,0.9584,0.8128,0.7015,0.8891
2601,0.9055,0.9586,0.8130,0.7016,0.8893
2602,0.9059,0.9590,0.8133,0.7019,0.8896
2603,0.9066,0.9597,0.8139,0.7024,0.8903
2604,0.9075,0.9607,0.8148,0.7032,0.8912
2605,0.9088,0.9604,0.8147,0.7032,0.8910
2606,0.9093,0.9608,0.8151,0.7026,0.8914
2607,0.9097,0.9613,0.8155,0.7030,0.8919
2608,0.9094,0.9609,0.8154,0.7030,0.8916
2609,0.9101,0.9616,0.8160,0.7026,0.8922
2610,0.9099,0.9614,0.8158,0.7019,0.8921
2611,0.9106,0.9622,0.8164,0.7025,0.8928
2612,0.9094,0.9609,0.8154,0.7014,0.8916
2613,0.9101,0.9617,0.8160,0.7020,0.8923
2614,0.9114,0.9613,0.8159,0.7030,0.8921
2615,0.9115,0.9613,0.8162,0.7033,0.8922
2616,0.9116,0.9614,0.8163,0.7034,0.8923
2617,0.9106,0.9604,0.8154,0.7028,0.8914
2618,0.9105,0.9602,0.8154,0.7029,0.8913
2619,0.9092,0.9588,0.8143,0.7029,0.8900
2620,0.9096,0.9592,0.8146,0.7031,0.8904
2621,0.9097,0.9594,0.8147,0.7032,0.8905
2622,0.9088,0.9584,0.8139,0.7025,0.8896
2623,0.9089,0.9585,0.8140,0.7026,0.8897
2624,0.9079,0.9574,0.8131,0.7013,0.8887
2625,0.9094,0.9573,0.8144,0.7025,0.8902
2626,0.9078,0.9556,0.8130,0.7016,0.8886
2627,0.9094,0.9573,0.8144,0.7028,0.8902
2628,0.9092,0.9571,0.8143,0.7018,0.8900
2629,0.9097,0.9576,0.8147,0.7021,0.8905
2630,0.9098,0.9577,0.8149,0.7034,0.8906
2631,0.9104,0.9583,0.8155,0.7038,0.8912
2632,0.9110,0.9590,0.8160,0.7043,0.8918
2633,0.9115,0.9594,0.8164,0.7037,0.8923
2634,0.9114,0.9592,0.8165,0.7039,0.8922
2635,0.9100,0.9578,0.8152,0.7032,0.8908
2636,0.9103,0.9580,0.8155,0.7034,0.8911
2637,0.9111,0.9589,0.8162,0.7040,0.8919
2638,0.9112,0.9607,0.8165,0.7044,0.8921
2639,0.9110,0.9604,0.8165,0.7045,0.8919
2640,0.9112,0.9604,0.8167,0.7049,0.8921
2641,0.9116,0.9608,0.8170,0.7051,0.8924
2642,0.9102,0.9592,0.8161,0.7046,0.8912
2643,0.9095,0.9584,0.8155,0.7042,0.8905
2644,0.9082,0.9571,0.8143,0.7037,0.8892
2645,0.9087,0.9576,0.8147,0.7041,0.8897
2646,0.9082,0.9571,0.8143,0.7037,0.8892
2647,0.9072,0.9560,0.8134,0.7033,0.8882
2648,0.9065,0.9554,0.8128,0.7024,0.8876
2649,0.9076,0.9565,0.8138,0.7032,0.8886
2650,0.9061,0.9549,0.8124,0.7030,0.8872
2651,0.9077,0.9566,0.8139,0.7033,0.8887
2652,0.9074,0.9563,0.8136,0.7025,0.8884
2653,0.9087,0.9577,0.8148,0.7035,0.8897
2654,0.9083,0.9572,0.8144,0.7026,0.8893
2655,0.9072,0.9561,0.8134,0.7021,0.8882
2656,0.9077,0.9566,0.8138,0.7025,0.8887
2657,0.9084,0.9573,0.8145,0.7030,0.8894
2658,0.9091,0.9581,0.8152,0.7036,0.8901
2659,0.9101,0.9591,0.8160,0.7043,0.8911
2660,0.9100,0.9590,0.8159,0.7037,0.8909
2661,0.9107,0.9598,0.8166,0.7043,0.8917
2662,0.9116,0.9607,0.8161,0.7041,0.8925
2663,0.9122,0.9613,0.8167,0.7045,0.8931
2664,0.9118,0.9625,0.8165,0.7045,0.8928
2665,0.9111,0.9617,0.8160,0.7042,0.8936
2666,0.9114,0.9620,0.8162,0.7044,0.8938
2667,0.9114,0.9619,0.8164,0.7047,0.8939
2668,0.9113,0.9617,0.8164,0.7049,0.8938
2669,0.9110,0.9613,0.8163,0.7049,0.8935
2670,0.9115,0.9618,0.8167,0.7053,0.8940
2671,0.9113,0.9615,0.8167,0.7054,0.8938
2672,0.9114,0.9617,0.8168,0.7055,0.8940
2673,0.9113,0.9614,0.8168,0.7056,0.8939
2674,0.9115,0.9617,0.8171,0.7049,0.8941
2675,0.9109,0.9626,0.8166,0.7047,0.8935
2676,0.9100,0.9617,0.8158,0.7041,0.8926
2677,0.9099,0.9615,0.8159,0.7043,0.8926
2678,0.9098,0.9613,0.8160,0.7045,0.8926
2679,0.9104,0.9619,0.8165,0.7049,0.8931
2680,0.9107,0.9623,0.8168,0.7052,0.8934
2681,0.9094,0.9609,0.8156,0.7046,0.8921
2682,0.9098,0.9613,0.8159,0.7049,0.8925
2683,0.9103,0.9618,0.8164,0.7053,0.8930
2684,0.9093,0.9608,0.8155,0.7045,0.8920
2685,0.9108,0.9607,0.8168,0.7056,0.8935
2686,0.9095,0.9593,0.8156,0.7055,0.8922
2687,0.9107,0.9606,0.8167,0.7056,0.8934
2688,0.9106,0.9604,0.8168,0.7058,0.8934
2689,0.9095,0.9593,0.8158,0.7050,0.8923
2690,0.9082,0.9579,0.8146,0.7042,0.8909
2691,0.9081,0.9577,0.8145,0.7037,0.8909
2692,0.9094,0.9575,0.8158,0.7047,0.8908
2693,0.9095,0.9576,0.8160,0.7059,0.8909
2694,0.9097,0.9576,0.8162,0.7063,0.8911
2695,0.9101,0.9581,0.8166,0.7066,0.8915
2696,0.9103,0.9583,0.8168,0.7067,0.8917
2697,0.9111,0.9592,0.8176,0.7065,0.8925
2698,0.9105,0.9585,0.8170,0.7053,0.8919
2699,0.9112,0.9592,0.8176,0.7058,0.8925
2700,0.9110,0.9606,0.8176,0.7059,0.8938
2701,0.9108,0.9620,0.8176,0.7060,0.8937
2702,0.9106,0.9618,0.8174,0.7049,0.8935
2703,0.9113,0.9625,0.8180,0.7054,0.8942
2704,0.9115,0.9627,0.8181,0.7055,0.8943
2705,0.9114,0.9625,0.8182,0.7057,0.8943
2706,0.9105,0.9615,0.8173,0.7053,0.8933
2707,0.9108,0.9619,0.8177,0.7056,0.8937
2708,0.9103,0.9629,0.8186,0.7054,0.8932
2709,0.9107,0.9634,0.8189,0.7057,0.8936
2710,0.9101,0.9642,0.8184,0.7063,0.8930
2711,0.9098,0.9655,0.8183,0.7064,0.8928
2712,0.9099,0.9656,0.8185,0.7056,0.8929
2713,0.9095,0.9651,0.8181,0.7047,0.8925
2714,0.9096,0.9652,0.8181,0.7047,0.8925
2715,0.9082,0.9638,0.8169,0.7047,0.8912
2716,0.9081,0.9637,0.8168,0.7035,0.8911
2717,0.9079,0.9634,0.8166,0.7027,0.8909
2718,0.9076,0.9631,0.8164,0.7019,0.8906
2719,0.9063,0.9617,0.8152,0.7009,0.8893
2720,0.9060,0.9614,0.8149,0.6998,0.8890
2721,0.9058,0.9613,0.8148,0.6987,0.8889
2722,0.9060,0.9615,0.8150,0.6988,0.8891
2723,0.9060,0.9630,0.8163,0.7000,0.8905
2724,0.9051,0.9621,0.8155,0.6997,0.8896
2725,0.9056,0.9625,0.8158,0.7000,0.8900
2726,0.9041,0.9609,0.8145,0.6994,0.8885
2727,0.9035,0.9603,0.8139,0.6988,0.8880
2728,0.9023,0.9591,0.8129,0.6979,0.8868
2729,0.9016,0.9583,0.8123,0.6978,0.8861
2730,0.9025,0.9592,0.8130,0.6984,0.8870
2731,0.9012,0.9579,0.8119,0.6978,0.8857
2732,0.9014,0.9581,0.8121,0.6980,0.8860
2733,0.9027,0.9594,0.8132,0.6989,0.8872
2734,0.9033,0.9602,0.8138,0.6994,0.8878
2735,0.9027,0.9595,0.8132,0.6993,0.8872
2736,0.9035,0.9603,0.8140,0.6999,0.8880
2737,0.9043,0.9611,0.8147,0.7005,0.8887
2738,0.9054,0.9623,0.8157,0.7014,0.8899
2739,0.9059,0.9629,0.8161,0.7017,0.8904
2740,0.9068,0.9638,0.8169,0.7024,0.8898
2741,0.9052,0.9622,0.8155,0.7020,0.8883
2742,0.9051,0.9621,0.8155,0.7020,0.8882
2743,0.9067,0.9637,0.8169,0.7032,0.8897
2744,0.9072,0.9643,0.8173,0.7036,0.8903
2745,0.9074,0.9644,0.8175,0.7037,0.8904
2746,0.9061,0.9631,0.8164,0.7031,0.8892
2747,0.9062,0.9632,0.8164,0.7032,0.8892
2748,0.9060,0.9629,0.8176,0.7041,0.8891
2749,0.9068,0.9637,0.8171,0.7048,0.8899
2750,0.9069,0.9637,0.8173,0.7051,0.8900
2751,0.9074,0.9643,0.8178,0.7055,0.8905
2752,0.9067,0.9635,0.8171,0.7043,0.8898
2753,0.9068,0.9636,0.8172,0.7043,0.8899
2754,0.9070,0.9639,0.8174,0.7045,0.8901
2755,0.9059,0.9627,0.8164,0.7036,0.8890
2756,0.9059,0.9625,0.8177,0.7047,0.8890
2757,0.9058,0.9624,0.8178,0.7058,0.8890
2758,0.9063,0.9630,0.8183,0.7054,0.8895
2759,0.9055,0.9621,0.8175,0.7053,0.8887
2760,0.9060,0.9626,0.8180,0.7057,0.8892
2761,0.9054,0.9620,0.8174,0.7051,0.8886
2762,0.9062,0.9628,0.8182,0.7049,0.8894
2763,0.9054,0.9619,0.8174,0.7042,0.8885
2764,0.9058,0.9623,0.8177,0.7046,0.8889
2765,0.9051,0.9616,0.8171,0.7042,0.8883
2766,0.9045,0.9610,0.8166,0.7041,0.8877
2767,0.9032,0.9596,0.8154,0.7030,0.8864
2768,0.9042,0.9606,0.8163,0.7037,0.8873
2769,0.9048,0.9613,0.8169,0.7042,0.8880
2770,0.9047,0.9612,0.8168,0.7033,0.8879
2771,0.9036,0.9601,0.8158,0.7025,0.8868
2772,0.9038,0.9603,0.8160,0.7026,0.8870
2773,0.9043,0.9608,0.8164,0.7030,0.8875
2774,0.9040,0.9604,0.8161,0.7028,0.8871
2775,0.9041,0.9605,0.8162,0.7029,0.8873
2776,0.9039,0.9619,0.8162,0.7039,0.8885
2777,0.9043,0.9623,0.8165,0.7042,0.8889
2778,0.9044,0.9624,0.8166,0.7043,0.8890
2779,0.9054,0.9635,0.8163,0.7050,0.8900
2780,0.9062,0.9643,0.8159,0.7048,0.8907
2781,0.9055,0.9635,0.8154,0.7045,0.8915
2782,0.9056,0.9635,0.8156,0.7048,0.8916
2783,0.9064,0.9643,0.8163,0.7054,0.8924
2784,0.9057,0.9637,0.8157,0.7048,0.8918
2785,0.9062,0.9642,0.8162,0.7052,0.8923
2786,0.9060,0.9638,0.8161,0.7053,0.8920
2787,0.9057,0.9635,0.8158,0.7046,0.8917
2788,0.9042,0.9620,0.8145,0.7042,0.8903
2789,0.9037,0.9613,0.8140,0.7031,0.8897
2790,0.9045,0.9623,0.8148,0.7037,0.8906
2791,0.9031,0.9608,0.8135,0.7026,0.8892
2792,0.9028,0.9605,0.8132,0.7021,0.8889
2793,0.9038,0.9615,0.8141,0.7029,0.8899
2794,0.9046,0.9608,0.8149,0.7035,0.8907
2795,0.9051,0.9613,0.8153,0.7039,0.8912
2796,0.9041,0.9602,0.8144,0.7039,0.8902
2797,0.9051,0.9612,0.8153,0.7037,0.8911
2798,0.9042,0.9603,0.8145,0.7028,0.8903
2799,0.9041,0.9601,0.8145,0.7038,0.8901
2800,0.9027,0.9586,0.8132,0.7029,0.8888
2801,0.9037,0.9596,0.8141,0.7036,0.8898
2802,0.9031,0.9590,0.8136,0.7028,0.8892
2803,0.9039,0.9599,0.8143,0.7034,0.8900
2804,0.9045,0.9605,0.8149,0.7039,0.8906
2805,0.9046,0.9607,0.8150,0.7040,0.8907
2806,0.9049,0.9610,0.8153,0.7033,0.8910
2807,0.9053,0.9613,0.8156,0.7036,0.8913
2808,0.9063,0.9608,0.8153,0.7035,0.8923
2809,0.9064,0.9609,0.8154,0.7036,0.8925
2810,0.9052,0.9594,0.8146,0.7031,0.8913
2811,0.9054,0.9597,0.8148,0.7033,0.8915
2812,0.9058,0.9601,0.8151,0.7027,0.8919
2813,0.9050,0.9592,0.8144,0.7015,0.8911
2814,0.9048,0.9605,0.8143,0.7025,0.8923
2815,0.9037,0.9594,0.8134,0.7018,0.8913
2816,0.9025,0.9581,0.8123,0.7009,0.8901
2817,0.9030,0.9586,0.8127,0.7013,0.8906
2818,0.9023,0.9579,0.8121,0.7011,0.8899
2819,0.9026,0.9582,0.8124,0.7013,0.8902
2820,0.9036,0.9593,0.8133,0.7021,0.8911
2821,0.9039,0.9596,0.8135,0.7023,0.8914
2822,0.9034,0.9591,0.8131,0.7020,0.8910
2823,0.9025,0.9581,0.8123,0.7015,0.8901
2824,0.9013,0.9569,0.8112,0.7005,0.8889
2825,0.9012,0.9568,0.8112,0.6998,0.8888
2826,0.9001,0.9556,0.8101,0.6988,0.8877
2827,0.9009,0.9564,0.8108,0.6994,0.8884
2828,0.9020,0.9576,0.8118,0.7002,0.8895
2829,0.9031,0.9588,0.8128,0.7011,0.8907
2830,0.9037,0.9594,0.8133,0.7016,0.8912
2831,0.9039,0.9596,0.8135,0.7017,0.8914
2832,0.9043,0.9600,0.8139,0.7020,0.8918
2833,0.9044,0.9602,0.8140,0.7021,0.8920
2834,0.9048,0.9606,0.8144,0.7024,0.8923
2835,0.9048,0.9605,0.8143,0.7022,0.8923
2836,0.9057,0.9615,0.8140,0.7021,0.8932
2837,0.9067,0.9626,0.8137,0.7020,0.8942
2838,0.9068,0.9625,0.8139,0.7023,0.8943
2839,0.9071,0.9629,0.8142,0.7025,0.8946
2840,0.9069,0.9627,0.8141,0.7023,0.8944
2841,0.9064,0.9621,0.8136,0.7022,0.8939
2842,0.9058,0.9615,0.8130,0.7021,0.8933
2843,0.9063,0.9620,0.8135,0.7026,0.8938
2844,0.9061,0.9618,0.8135,0.7027,0.8937
2845,0.9056,0.9612,0.8130,0.7026,0.8931
2846,0.9053,0.9608,0.8140,0.7026,0.8942
2847,0.9054,0.9607,0.8142,0.7029,0.8943
2848,0.9050,0.9603,0.8140,0.7029,0.8954
2849,0.9051,0.9604,0.8141,0.7030,0.8955
2850,0.9056,0.9609,0.8146,0.7025,0.8960
2851,0.9043,0.9596,0.8134,0.7014,0.8947
2852,0.9039,0.9591,0.8130,0.7013,0.8943
2853,0.9047,0.9599,0.8137,0.7019,0.8950
2854,0.9042,0.9594,0.8133,0.7009,0.8945
2855,0.9043,0.9595,0.8134,0.7010,0.8947
2856,0.9042,0.9595,0.8133,0.6999,0.8946
2857,0.9031,0.9583,0.8123,0.6992,0.8935
2858,0.9034,0.9586,0.8125,0.6993,0.8938
2859,0.9023,0.9574,0.8116,0.6983,0.8927
2860,0.9031,0.9582,0.8123,0.6989,0.8935
2861,0.9025,0.9576,0.8118,0.6985,0.8929
2862,0.9036,0.9588,0.8116,0.6994,0.8940
2863,0.9038,0.9590,0.8118,0.6995,0.8942
2864,0.9039,0.9591,0.8119,0.6996,0.8943
2865,0.9033,0.9585,0.8113,0.6995,0.8937
2866,0.9029,0.9595,0.8111,0.7002,0.8946
2867,0.9033,0.9600,0.8114,0.7005,0.8950
2868,0.9022,0.9588,0.8105,0.6994,0.8940
2869,0.9031,0.9598,0.8113,0.7001,0.8949
2870,0.9037,0.9604,0.8118,0.7005,0.8955
2871,0.9033,0.9615,0.8116,0.7014,0.8965
2872,0.9033,0.9615,0.8116,0.7014,0.8965
2873,0.9030,0.9611,0.8115,0.7014,0.8962
2874,0.9025,0.9606,0.8110,0.7002,0.8957
2875,0.9011,0.9590,0.8097,0.6998,0.8943
2876,0.9018,0.9598,0.8104,0.7004,0.8950
2877,0.9033,0.9598,0.8106,0.7015,0.8951
2878,0.9035,0.9601,0.8108,0.7017,0.8953
2879,0.9031,0.9596,0.8104,0.7010,0.8949
2880,0.9017,0.9581,0.8091,0.7008,0.8935
2881,0.9006,0.9569,0.8081,0.7006,0.8924
2882,0.8992,0.9554,0.8069,0.6998,0.8910
2883,0.8981,0.9543,0.8059,0.6987,0.8900
2884,0.8989,0.9551,0.8066,0.6993,0.8907
2885,0.9000,0.9564,0.8076,0.7002,0.8919
2886,0.8991,0.9554,0.8068,0.7002,0.8910
2887,0.9005,0.9569,0.8081,0.7013,0.8923
2888,0.9008,0.9572,0.8083,0.7015,0.8926
2889,0.9008,0.9571,0.8083,0.7007,0.8926
2890,0.9017,0.9581,0.8091,0.7014,0.8935
2891,0.9020,0.9584,0.8094,0.7016,0.8938
2892,0.9008,0.9571,0.8083,0.7007,0.8926
2893,0.9012,0.9575,0.8086,0.7010,0.8930
2894,0.9014,0.9578,0.8089,0.7011,0.8932
2895,0.9019,0.9583,0.8093,0.7015,0.8937
2896,0.9030,0.9594,0.8103,0.7015,0.8948
2897,0.9032,0.9597,0.8105,0.7017,0.8950
2898,0.9018,0.9582,0.8092,0.7016,0.8936
2899,0.9033,0.9598,0.8106,0.7011,0.8951
2900,0.9022,0.9586,0.8096,0.7002,0.8940
2901,0.9011,0.9574,0.8085,0.7000,0.8929
2902,0.9013,0.9576,0.8087,0.7002,0.8931
2903,0.9026,0.9591,0.8099,0.7012,0.8944
2904,0.9032,0.9597,0.8105,0.7008,0.8950
2905,0.9044,0.9609,0.8104,0.7009,0.8948
2906,0.9051,0.9617,0.8110,0.7014,0.8955
2907,0.9052,0.9618,0.8111,0.7015,0.8956
2908,0.9053,0.9619,0.8114,0.7018,0.8957
2909,0.9063,0.9629,0.8111,0.7017,0.8967
2910,0.9057,0.9623,0.8106,0.7013,0.8962
2911,0.9044,0.9609,0.8094,0.7003,0.8949
2912,0.9056,0.9622,0.8105,0.7012,0.8960
2913,0.9062,0.9628,0.8110,0.7017,0.8966
2914,0.9066,0.9632,0.8114,0.7011,0.8970
2915,0.9073,0.9640,0.8120,0.7017,0.8977
2916,0.9075,0.9642,0.8121,0.7018,0.8979
2917,0.9071,0.9638,0.8119,0.7008,0.8975
2918,0.9068,0.9634,0.8115,0.7000,0.8972
2919,0.9058,0.9624,0.8107,0.6991,0.8962
2920,0.9066,0.9632,0.8114,0.6997,0.8970
2921,0.9075,0.9626,0.8122,0.7004,0.8979
2922,0.9074,0.9625,0.8121,0.6998,0.8978
2923,0.9067,0.9618,0.8115,0.6995,0.8971
2924,0.9052,0.9601,0.8101,0.6984,0.8956
2925,0.9055,0.9605,0.8104,0.6987,0.8959
2926,0.9070,0.9621,0.8106,0.6998,0.8960
2927,0.9068,0.9617,0.8117,0.7007,0.8972
2928,0.9073,0.9623,0.8122,0.7011,0.8977
2929,0.9072,0.9622,0.8120,0.7009,0.8976
2930,0.9079,0.9630,0.8127,0.7015,0.8983
2931,0.9086,0.9637,0.8133,0.7012,0.8990
2932,0.9072,0.9622,0.8121,0.7006,0.8976
2933,0.9084,0.9635,0.8131,0.7007,0.8988
2934,0.9082,0.9632,0.8129,0.7005,0.8986
2935,0.9078,0.9628,0.8127,0.7005,0.8983
2936,0.9072,0.9620,0.8123,0.7011,0.8990
2937,0.9071,0.9619,0.8124,0.7013,0.8990
2938,0.9071,0.9617,0.8125,0.7015,0.8989
2939,0.9068,0.9613,0.8123,0.7016,0.8987
2940,0.9074,0.9620,0.8129,0.7020,0.8992
2941,0.9071,0.9616,0.8128,0.7020,0.8990
2942,0.9065,0.9609,0.8122,0.7018,0.8984
2943,0.9066,0.9610,0.8123,0.7019,0.8985
2944,0.9061,0.9604,0.8119,0.7017,0.8980
2945,0.9055,0.9597,0.8114,0.7013,0.8974
2946,0.9051,0.9592,0.8112,0.7012,0.8970
2947,0.9041,0.9582,0.8103,0.7006,0.8960
2948,0.9028,0.9569,0.8092,0.7005,0.8948
2949,0.9038,0.9579,0.8101,0.7013,0.8958
2950,0.9047,0.9588,0.8108,0.7011,0.8966
2951,0.9045,0.9585,0.8108,0.7012,0.8964
2952,0.9033,0.9572,0.8097,0.7004,0.8952
2953,0.9043,0.9583,0.8106,0.7011,0.8962
2954,0.9043,0.9583,0.8108,0.7015,0.8963
2955,0.9047,0.9586,0.8111,0.7017,0.8966
2956,0.9051,0.9591,0.8115,0.7020,0.8971
2957,0.9048,0.9586,0.8113,0.7020,0.8967
2958,0.9054,0.9593,0.8119,0.7016,0.8973
2959,0.9054,0.9592,0.8120,0.7019,0.8974
2960,0.9053,0.9590,0.8120,0.7020,0.8972
2961,0.9054,0.9590,0.8122,0.7024,0.8974
2962,0.9051,0.9587,0.8119,0.7020,0.8971
2963,0.9036,0.9572,0.8107,0.7014,0.8956
2964,0.9049,0.9585,0.8118,0.7024,0.8969
2965,0.9049,0.9585,0.8120,0.7026,0.8969
2966,0.9050,0.9584,0.8121,0.7029,0.8970
2967,0.9056,0.9591,0.8127,0.7034,0.8976
2968,0.9061,0.9596,0.8131,0.7037,0.8981
2969,0.9062,0.9597,0.8134,0.7041,0.8982
2970,0.9047,0.9581,0.8120,0.7033,0.8968
2971,0.9056,0.9591,0.8128,0.7040,0.8977
2972,0.9043,0.9576,0.8116,0.7037,0.8963
2973,0.9052,0.9586,0.8125,0.7036,0.8972
2974,0.9045,0.9579,0.8118,0.7031,0.8965
2975,0.9053,0.9587,0.8125,0.7028,0.8973
2976,0.9053,0.9587,0.8125,0.7028,0.8973
2977,0.9055,0.9589,0.8127,0.7030,0.8975
2978,0.9055,0.9590,0.8128,0.7030,0.8976
2979,0.9050,0.9583,0.8122,0.7024,0.8970
2980,0.9060,0.9579,0.8132,0.7032,0.8980
2981,0.9064,0.9583,0.8135,0.7035,0.8984
2982,0.9066,0.9585,0.8137,0.7036,0.8986
